"Regiao - Sigla","Estado - Sigla","Municipio","Revenda","CNPJ da Revenda","Nome da Rua","Numero Rua","Complemento","Bairro","Cep","Produto","Data da Coleta","Valor de Venda","Valor de Compra","Unidade de Medida","Bandeira","Coluna1"
"NE","CE","JUAZEIRO DO NORTE","AZUL ENTULHOS - COLETA DE RESIDUOS LTDA"," 21.774.287/0002-68","RUA SEBASTIAO PALMEIRA","235","","PEDRINHAS","63018-135","GASOLINA ADITIVADA","4/14/2022","7.29","","R$ / litro","RAIZEN",""
"NE","CE","JUAZEIRO DO NORTE","AZUL ENTULHOS - COLETA DE RESIDUOS LTDA"," 21.774.287/0002-68","RUA SEBASTIAO PALMEIRA","235","","PEDRINHAS","63018-135","ETANOL","4/14/2022","5.82","","R$ / litro","RAIZEN",""
"NE","CE","JUAZEIRO DO NORTE","IVL DERIVADOS DE PETROLEO LTDA"," 31.590.174/0001-85","RUA JOSE SABIA","77","","TIRADENTES","63031-010","DIESEL S10","4/14/2022","7.49","","R$ / litro","BRANCA",""
"NE","CE","JUAZEIRO DO NORTE","IVL DERIVADOS DE PETROLEO LTDA"," 31.590.174/0001-85","RUA JOSE SABIA","77","","TIRADENTES","63031-010","GASOLINA","4/14/2022","7.49","","R$ / litro","BRANCA",""
"NE","CE","JUAZEIRO DO NORTE","IVL DERIVADOS DE PETROLEO LTDA"," 31.590.174/0001-85","RUA JOSE SABIA","77","","TIRADENTES","63031-010","GASOLINA ADITIVADA","4/14/2022","7.59","","R$ / litro","BRANCA",""
"NE","CE","JUAZEIRO DO NORTE","JAVAES PETROLEO E DERIVADOS LTDA"," 22.457.578/0001-04","AVENIDA CORONEL HUMBERTO BEZERRA","645","","NOVO JUAZEIRO","63030-445","ETANOL","4/15/2022","5.99","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","JUAZEIRO DO NORTE","JAVAES PETROLEO E DERIVADOS LTDA"," 22.457.578/0001-04","AVENIDA CORONEL HUMBERTO BEZERRA","645","","NOVO JUAZEIRO","63030-445","GASOLINA","4/15/2022","7.29","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","JUAZEIRO DO NORTE","JAVAES PETROLEO E DERIVADOS LTDA"," 22.457.578/0001-04","AVENIDA CORONEL HUMBERTO BEZERRA","645","","NOVO JUAZEIRO","63030-445","DIESEL S10","4/15/2022","7.19","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","JUAZEIRO DO NORTE","JAVAES PETROLEO E DERIVADOS LTDA"," 22.457.578/0001-04","AVENIDA CORONEL HUMBERTO BEZERRA","645","","NOVO JUAZEIRO","63030-445","GASOLINA ADITIVADA","4/15/2022","7.59","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATEUS","L G OLIVEIRA - EPP"," 41.405.226/0001-50","AVENIDA EDILBERTO FROTA","1452","","FATIMA I","63700-000","ETANOL","4/18/2022","6.1","","R$ / litro","SP",""
"NE","CE","CRATEUS","L G OLIVEIRA - EPP"," 41.405.226/0001-50","AVENIDA EDILBERTO FROTA","1452","","FATIMA I","63700-000","GASOLINA","4/18/2022","7.89","","R$ / litro","SP",""
"NE","CE","CRATEUS","L G OLIVEIRA - EPP"," 41.405.226/0001-50","AVENIDA EDILBERTO FROTA","1452","","FATIMA I","63700-000","GASOLINA ADITIVADA","4/18/2022","7.97","","R$ / litro","SP",""
"NE","CE","CRATEUS","L G OLIVEIRA - EPP"," 41.405.226/0001-50","AVENIDA EDILBERTO FROTA","1452","","FATIMA I","63700-000","DIESEL S10","4/18/2022","7.28","","R$ / litro","SP",""
"NE","CE","ITAPIPOCA","COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA"," 23.463.268/0005-99","AVENIDA ANASTACIO BRAGA","2000","","FAZENDINHA","62500-000","ETANOL","4/18/2022","6.15","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","ITAPIPOCA","COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA"," 23.463.268/0005-99","AVENIDA ANASTACIO BRAGA","2000","","FAZENDINHA","62500-000","GASOLINA ADITIVADA","4/18/2022","7.85","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","ITAPIPOCA","COMERCIAL ITAPIPOQUENSE DE COMBUSTIVEIS LTDA"," 23.463.268/0005-99","AVENIDA ANASTACIO BRAGA","2000","","FAZENDINHA","62500-000","DIESEL S10","4/18/2022","7.43","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","ITAPIPOCA","EMPRESA DE COMBUSTIVEIS SAO CRISTOVAO LTDA"," 04.575.419/0001-22","AVENIDA ANASTACIO BRAGA","4445","RODOVIA CE - 354","CACIMBAS","62500-001","GASOLINA","4/18/2022","7.84","","R$ / litro","SP",""
"NE","CE","ITAPIPOCA","EMPRESA DE COMBUSTIVEIS SAO CRISTOVAO LTDA"," 04.575.419/0001-22","AVENIDA ANASTACIO BRAGA","4445","RODOVIA CE - 354","CACIMBAS","62500-001","ETANOL","4/18/2022","6.14","","R$ / litro","SP",""
"NE","CE","ITAPIPOCA","EMPRESA DE COMBUSTIVEIS SAO CRISTOVAO LTDA"," 04.575.419/0001-22","AVENIDA ANASTACIO BRAGA","4445","RODOVIA CE - 354","CACIMBAS","62500-001","GASOLINA ADITIVADA","4/18/2022","7.85","","R$ / litro","SP",""
"NE","CE","ITAPIPOCA","EMPRESA DE COMBUSTIVEIS SAO CRISTOVAO LTDA"," 04.575.419/0001-22","AVENIDA ANASTACIO BRAGA","4445","RODOVIA CE - 354","CACIMBAS","62500-001","DIESEL S10","4/18/2022","7.42","","R$ / litro","SP",""
"NE","CE","CRATEUS","MS COMERCIO DE DERIVADOS DE PETROLEO LTDA - EPP"," 08.667.823/0001-87","RODOVIA CE 187 KM 31","S/N","","CAJAS","63700-000","DIESEL","4/18/2022","7.29","","R$ / litro","BRANCA",""
"NE","CE","CRATEUS","MS COMERCIO DE DERIVADOS DE PETROLEO LTDA - EPP"," 08.667.823/0001-87","RODOVIA CE 187 KM 31","S/N","","CAJAS","63700-000","GASOLINA","4/18/2022","7.89","","R$ / litro","BRANCA",""
"NE","CE","CRATEUS","MS COMERCIO DE DERIVADOS DE PETROLEO LTDA - EPP"," 08.667.823/0001-87","RODOVIA CE 187 KM 31","S/N","","CAJAS","63700-000","GASOLINA ADITIVADA","4/18/2022","7.89","","R$ / litro","BRANCA",""
"NE","CE","CRATEUS","MS COMERCIO DE DERIVADOS DE PETROLEO LTDA - EPP"," 08.667.823/0001-87","RODOVIA CE 187 KM 31","S/N","","CAJAS","63700-000","DIESEL S10","4/18/2022","7.39","","R$ / litro","BRANCA",""
"NE","CE","CRATEUS","J LEITAO E COMPANHIA LTDA"," 07.569.593/0001-50","RUA FREI VIDAL DA PENHA","1388","","SAO JOSE","63704-015","ETANOL","4/18/2022","6.98","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATEUS","J LEITAO E COMPANHIA LTDA"," 07.569.593/0001-50","RUA FREI VIDAL DA PENHA","1388","","SAO JOSE","63704-015","GASOLINA","4/18/2022","8.19","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATEUS","J LEITAO E COMPANHIA LTDA"," 07.569.593/0001-50","RUA FREI VIDAL DA PENHA","1388","","SAO JOSE","63704-015","GASOLINA ADITIVADA","4/18/2022","8.3","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","CRATEUS","J LEITAO E COMPANHIA LTDA"," 07.569.593/0001-50","RUA FREI VIDAL DA PENHA","1388","","SAO JOSE","63704-015","DIESEL S10","4/18/2022","7.6","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","COMERCIAL DE COMBUSTIVEIS CASTELAO LTDA."," 09.336.183/0001-95","AVENIDA ALBERTO CRAVEIRO","2585","","CASTELAO","60860-000","GASOLINA","4/18/2022","7.38","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","COMERCIAL DE COMBUSTIVEIS CASTELAO LTDA."," 09.336.183/0001-95","AVENIDA ALBERTO CRAVEIRO","2585","","CASTELAO","60860-000","ETANOL","4/18/2022","6.15","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","COMERCIAL DE COMBUSTIVEIS CASTELAO LTDA."," 09.336.183/0001-95","AVENIDA ALBERTO CRAVEIRO","2585","","CASTELAO","60860-000","GASOLINA ADITIVADA","4/18/2022","7.58","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","COMERCIAL DE COMBUSTIVEIS CASTELAO LTDA."," 09.336.183/0001-95","AVENIDA ALBERTO CRAVEIRO","2585","","CASTELAO","60860-000","DIESEL S10","4/18/2022","6.99","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0002-43","AVENIDA 13 DE MAIO","233","0","FATIMA","60040-530","GASOLINA","4/18/2022","7.59","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0002-43","AVENIDA 13 DE MAIO","233","0","FATIMA","60040-530","GNV","4/18/2022","4.89","","R$ / m³","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0002-43","AVENIDA 13 DE MAIO","233","0","FATIMA","60040-530","ETANOL","4/18/2022","5.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0002-43","AVENIDA 13 DE MAIO","233","0","FATIMA","60040-530","GASOLINA ADITIVADA","4/18/2022","7.89","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0002-43","AVENIDA 13 DE MAIO","233","0","FATIMA","60040-530","DIESEL S10","4/18/2022","6.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","CENTRO EMPRESARIAL DRA ZUILA ALENCAR BARREIRA BRAGA LTD"," 41.557.018/0001-76","AVENIDA JOSE BASTOS","3950","","DAMAS","60020-292","GASOLINA","4/18/2022","7.59","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","CENTRO EMPRESARIAL DRA ZUILA ALENCAR BARREIRA BRAGA LTD"," 41.557.018/0001-76","AVENIDA JOSE BASTOS","3950","","DAMAS","60020-292","ETANOL","4/18/2022","5.99","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","CENTRO EMPRESARIAL DRA ZUILA ALENCAR BARREIRA BRAGA LTD"," 41.557.018/0001-76","AVENIDA JOSE BASTOS","3950","","DAMAS","60020-292","GASOLINA ADITIVADA","4/18/2022","8.18","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","CENTRO EMPRESARIAL DRA ZUILA ALENCAR BARREIRA BRAGA LTD"," 41.557.018/0001-76","AVENIDA JOSE BASTOS","3950","","DAMAS","60020-292","DIESEL S10","4/18/2022","6.99","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","G A COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 03.477.535/0001-46","AVENIDA JORNALISTA TOMAZ COELHO","410","","MESSEJANA","60842-020","ETANOL","4/18/2022","5.79","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","G A COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 03.477.535/0001-46","AVENIDA JORNALISTA TOMAZ COELHO","410","","MESSEJANA","60842-020","GASOLINA","4/18/2022","7.29","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","G A COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 03.477.535/0001-46","AVENIDA JORNALISTA TOMAZ COELHO","410","","MESSEJANA","60842-020","GASOLINA ADITIVADA","4/18/2022","7.49","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","G A COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 03.477.535/0001-46","AVENIDA JORNALISTA TOMAZ COELHO","410","","MESSEJANA","60842-020","DIESEL S10","4/18/2022","6.47","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","GIOFAR COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 02.942.117/0001-10","RUA FREI CIRILO","3889","A","MESSEJANA","60864-190","ETANOL","4/18/2022","5.79","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","GIOFAR COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 02.942.117/0001-10","RUA FREI CIRILO","3889","A","MESSEJANA","60864-190","GASOLINA","4/18/2022","7.29","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","GIOFAR COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 02.942.117/0001-10","RUA FREI CIRILO","3889","A","MESSEJANA","60864-190","GASOLINA ADITIVADA","4/18/2022","7.39","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","GIOFAR COMERCIO DE DERIVADOS DE PETROLEO LTDA"," 02.942.117/0001-10","RUA FREI CIRILO","3889","A","MESSEJANA","60864-190","DIESEL S10","4/18/2022","6.57","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA"," 73.346.801/0001-87","RUA BENJAMIM BRASIL","1585","","MONDUBIM","60712-000","GASOLINA","4/18/2022","7.39","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA"," 73.346.801/0001-87","RUA BENJAMIM BRASIL","1585","","MONDUBIM","60712-000","ETANOL","4/18/2022","5.87","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA"," 73.346.801/0001-87","RUA BENJAMIM BRASIL","1585","","MONDUBIM","60712-000","GASOLINA ADITIVADA","4/18/2022","7.45","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","BG COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA"," 73.346.801/0001-87","RUA BENJAMIM BRASIL","1585","","MONDUBIM","60712-000","DIESEL S10","4/18/2022","6.85","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","CAUIPE REVENDEDORA DE PETROLEO LTDA"," 35.075.597/0003-80","AVENIDA CARAPINIMA","1756","","BENFICA","60015-290","GASOLINA","4/18/2022","6.99","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","CAUIPE REVENDEDORA DE PETROLEO LTDA"," 35.075.597/0003-80","AVENIDA CARAPINIMA","1756","","BENFICA","60015-290","ETANOL","4/18/2022","5.97","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","CAUIPE REVENDEDORA DE PETROLEO LTDA"," 35.075.597/0003-80","AVENIDA CARAPINIMA","1756","","BENFICA","60015-290","DIESEL S10","4/18/2022","6.59","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0005-10","AVENIDA PROFESSOR GOMES DE MATOS","1065","","MONTESE","60410-001","GASOLINA","4/18/2022","7.97","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0005-10","AVENIDA PROFESSOR GOMES DE MATOS","1065","","MONTESE","60410-001","ETANOL","4/18/2022","6.97","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0005-10","AVENIDA PROFESSOR GOMES DE MATOS","1065","","MONTESE","60410-001","DIESEL S10","4/18/2022","6.97","","R$ / litro","IPIRANGA",""
"NE","CE","FORTALEZA","GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA"," 04.436.076/0001-15","AVENIDA JORNALISTA TOMAZ COELHO","1878","","JANGURUSSU/MESSEJANA","60864-810","ETANOL","4/18/2022","5.99","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA"," 04.436.076/0001-15","AVENIDA JORNALISTA TOMAZ COELHO","1878","","JANGURUSSU/MESSEJANA","60864-810","GASOLINA","4/18/2022","7.36","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA"," 04.436.076/0001-15","AVENIDA JORNALISTA TOMAZ COELHO","1878","","JANGURUSSU/MESSEJANA","60864-810","GASOLINA ADITIVADA","4/18/2022","7.46","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","GOMES & COE COMERCIO DE COMBUSTIVEIS E REPRESENTACOES LTDA"," 04.436.076/0001-15","AVENIDA JORNALISTA TOMAZ COELHO","1878","","JANGURUSSU/MESSEJANA","60864-810","DIESEL S10","4/18/2022","6.64","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","ABN DISTRIBUIDORA DE COMBUSTIVEIS LTDA"," 05.408.292/0001-10","AVENIDA BERNARDO MANOEL","8950","","PASSARE","60175-047","GASOLINA","4/18/2022","7.39","","R$ / litro","SP",""
"NE","CE","FORTALEZA","ABN DISTRIBUIDORA DE COMBUSTIVEIS LTDA"," 05.408.292/0001-10","AVENIDA BERNARDO MANOEL","8950","","PASSARE","60175-047","ETANOL","4/18/2022","6.19","","R$ / litro","SP",""
"NE","CE","FORTALEZA","ABN DISTRIBUIDORA DE COMBUSTIVEIS LTDA"," 05.408.292/0001-10","AVENIDA BERNARDO MANOEL","8950","","PASSARE","60175-047","GASOLINA ADITIVADA","4/18/2022","7.39","","R$ / litro","SP",""
"NE","CE","FORTALEZA","ABN DISTRIBUIDORA DE COMBUSTIVEIS LTDA"," 05.408.292/0001-10","AVENIDA BERNARDO MANOEL","8950","","PASSARE","60175-047","DIESEL S10","4/18/2022","6.99","","R$ / litro","SP",""
"NE","CE","FORTALEZA","MONTESE COMERCIAL DE COMBUSTÍVEIS LTDA"," 03.199.456/0001-10","AVENIDA PROFESSOR GOMES DE MATOS","915","0","MONTESE","60410-000","GASOLINA","4/18/2022","7.39","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","MONTESE COMERCIAL DE COMBUSTÍVEIS LTDA"," 03.199.456/0001-10","AVENIDA PROFESSOR GOMES DE MATOS","915","0","MONTESE","60410-000","GNV","4/18/2022","4.88","","R$ / m³","ALESAT",""
"NE","CE","FORTALEZA","MONTESE COMERCIAL DE COMBUSTÍVEIS LTDA"," 03.199.456/0001-10","AVENIDA PROFESSOR GOMES DE MATOS","915","0","MONTESE","60410-000","ETANOL","4/18/2022","5.89","","R$ / litro","ALESAT",""
"NE","CE","FORTALEZA","CHAC COMERCIAL DE COMBUSTIVEIS LTDA"," 07.122.559/0001-33","AVENIDA PRESIDENTE COSTA E SILVA","2721","","PARQUE DOIS IRMAOS","60761-191","GASOLINA","4/18/2022","7.49","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","CHAC COMERCIAL DE COMBUSTIVEIS LTDA"," 07.122.559/0001-33","AVENIDA PRESIDENTE COSTA E SILVA","2721","","PARQUE DOIS IRMAOS","60761-191","GNV","4/18/2022","4.88","","R$ / m³","RAIZEN",""
"NE","CE","FORTALEZA","CHAC COMERCIAL DE COMBUSTIVEIS LTDA"," 07.122.559/0001-33","AVENIDA PRESIDENTE COSTA E SILVA","2721","","PARQUE DOIS IRMAOS","60761-191","ETANOL","4/18/2022","6.09","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","CHAC COMERCIAL DE COMBUSTIVEIS LTDA"," 07.122.559/0001-33","AVENIDA PRESIDENTE COSTA E SILVA","2721","","PARQUE DOIS IRMAOS","60761-191","GASOLINA ADITIVADA","4/18/2022","7.69","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","CHAC COMERCIAL DE COMBUSTIVEIS LTDA"," 07.122.559/0001-33","AVENIDA PRESIDENTE COSTA E SILVA","2721","","PARQUE DOIS IRMAOS","60761-191","DIESEL S10","4/18/2022","7.09","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","J A COMERCIO COMBUSTIVEIS LTDA"," 02.696.818/0001-16","AV JORNALISTA TOMAZ COELHO","2960","A","JANGURUSSU","60534-160","ETANOL","4/18/2022","5.99","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","J A COMERCIO COMBUSTIVEIS LTDA"," 02.696.818/0001-16","AV JORNALISTA TOMAZ COELHO","2960","A","JANGURUSSU","60534-160","GASOLINA","4/18/2022","7.35","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","J A COMERCIO COMBUSTIVEIS LTDA"," 02.696.818/0001-16","AV JORNALISTA TOMAZ COELHO","2960","A","JANGURUSSU","60534-160","GASOLINA ADITIVADA","4/18/2022","7.45","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","J A COMERCIO COMBUSTIVEIS LTDA"," 02.696.818/0001-16","AV JORNALISTA TOMAZ COELHO","2960","A","JANGURUSSU","60534-160","DIESEL S10","4/18/2022","6.89","","R$ / litro","BRANCA",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0030-05","RUA CARAPINIMA","2250","","BENFICA","60015-290","GASOLINA","4/18/2022","7.59","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0030-05","RUA CARAPINIMA","2250","","BENFICA","60015-290","ETANOL","4/18/2022","5.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0030-05","RUA CARAPINIMA","2250","","BENFICA","60015-290","GASOLINA ADITIVADA","4/18/2022","7.89","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0030-05","RUA CARAPINIMA","2250","","BENFICA","60015-290","DIESEL S10","4/18/2022","6.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0001-97","AVENIDA GODOFREDO MACIEL","1725","","MARAPONGA","60710-000","GASOLINA","4/18/2022","7.49","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0001-97","AVENIDA GODOFREDO MACIEL","1725","","MARAPONGA","60710-000","ETANOL","4/18/2022","5.99","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0001-97","AVENIDA GODOFREDO MACIEL","1725","","MARAPONGA","60710-000","GASOLINA ADITIVADA","4/18/2022","7.59","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0001-97","AVENIDA GODOFREDO MACIEL","1725","","MARAPONGA","60710-000","DIESEL S10","4/18/2022","6.99","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0009-10","AVENIDA 13 DE MAIO","1488","0","FATIMA","60040-531","GASOLINA","4/18/2022","7.59","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0009-10","AVENIDA 13 DE MAIO","1488","0","FATIMA","60040-531","ETANOL","4/18/2022","5.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0009-10","AVENIDA 13 DE MAIO","1488","0","FATIMA","60040-531","GASOLINA ADITIVADA","4/18/2022","7.89","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0009-10","AVENIDA 13 DE MAIO","1488","0","FATIMA","60040-531","DIESEL S10","4/18/2022","6.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0015-68","AVENIDA TREZE DE MAIO","2235","","GENTILANDIA","60040-531","GASOLINA","4/18/2022","7.59","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0015-68","AVENIDA TREZE DE MAIO","2235","","GENTILANDIA","60040-531","ETANOL","4/18/2022","5.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0015-68","AVENIDA TREZE DE MAIO","2235","","GENTILANDIA","60040-531","GASOLINA ADITIVADA","4/18/2022","7.89","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0015-68","AVENIDA TREZE DE MAIO","2235","","GENTILANDIA","60040-531","DIESEL S10","4/18/2022","6.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0032-69","RUA CORONEL ERNESTO MATOS","582","","MESSEJANA","60841-810","ETANOL","4/18/2022","5.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0032-69","RUA CORONEL ERNESTO MATOS","582","","MESSEJANA","60841-810","GASOLINA","4/18/2022","7.39","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0032-69","RUA CORONEL ERNESTO MATOS","582","","MESSEJANA","60841-810","GASOLINA ADITIVADA","4/18/2022","7.69","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","SOBRAL & PALACIO PETROLEO LTDA"," 07.240.641/0032-69","RUA CORONEL ERNESTO MATOS","582","","MESSEJANA","60841-810","DIESEL S10","4/18/2022","6.99","","R$ / litro","RAIZEN",""
"NE","CE","FORTALEZA","VASCONCELOS PETROLEO LTDA."," 02.384.102/0001-83","RUA ALBERTO MAGNO","333","0","MONTESE","60425-000","GASOLINA","4/18/2022","7.65","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","VASCONCELOS PETROLEO LTDA."," 02.384.102/0001-83","RUA ALBERTO MAGNO","333","0","MONTESE","60425-000","ETANOL","4/18/2022","6.09","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","VASCONCELOS PETROLEO LTDA."," 02.384.102/0001-83","RUA ALBERTO MAGNO","333","0","MONTESE","60425-000","GASOLINA ADITIVADA","4/18/2022","7.75","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","VASCONCELOS PETROLEO LTDA."," 02.384.102/0001-83","RUA ALBERTO MAGNO","333","0","MONTESE","60425-000","DIESEL S10","4/18/2022","7.2","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0003-59","AVENIDA GODOFREDO MACIEL","2400","0","MARAPONGA","60710-001","GASOLINA","4/18/2022","7.49","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0003-59","AVENIDA GODOFREDO MACIEL","2400","0","MARAPONGA","60710-001","ETANOL","4/18/2022","6.24","","R$ / litro","VIBRA ENERGIA",""
"NE","CE","FORTALEZA","DALLAS DERIVADOS DE PETROLEO LTDA"," 10.478.691/0003-59","AVENIDA GODOFREDO MACIEL","2400","0","MARAPONGA","60710-001","GASOLINA ADITIVADA","4/18/2022","7.69","","R$ / litro","VIBRA ENERGIA",""
